227	207
241	208
256	212
259	221
259	231
257	238
248	247
243	252
251	254
263	261
259	271
252	271
253	271
261	278
268	292
276	305
281	311
265	311
244	298
243	282
249	268
266	259
278	264
262	286
232	304
221	303
237	278
263	256
282	256
290	266
282	271
253	267
218	260
202	254
207	253
214	256
218	255
220	262
211	266
206	259
204	245
206	228
223	211
231	214
220	236
213	257
221	268
236	277
228	289
218	293
217	282
205	260
198	235
210	226
220	228
228	230
236	223
242	214
234	215
212	230
194	251
192	257
212	248
234	240
246	228
247	216
240	209
220	215
195	224
177	223
173	207
175	178
171	171
172	187
201	187
234	181
229	209
212	267
226	321
274	344
302	328
279	296
239	259
198	231
182	225
188	242
194	258
193	257
199	238
205	214
205	199
199	203
195	219
208	233
235	227
253	216
265	222
296	236
330	246
352	246
352	234
334	217
305	210
286	215
286	217
287	218
280	227
270	239
263	249
269	250
275	251
253	262
218	274
208	261
227	239
254	220
263	211
253	221
236	239
232	252
238	256
258	255
271	250
263	243
253	238
262	242
279	244
279	231
264	217
246	207
251	204
256	205
242	206
212	201
194	194
205	193
217	192
199	192
152	197
136	205
185	208
248	209
279	210
282	211
276	212
258	205
217	199
189	198
191	200
203	200
481	379
472	379
474	379
0	379
502	379
516	379
79	379
25	379
514	379
25	379
50	379
486	379
512	379
516	227
516	379
516	236
512	214
481	375
0	379
0	379
516	379
478	196
498	188
516	178
516	379
516	379
512	191
514	204
516	221
516	379
511	227
513	211
516	196
514	181
495	169
484	169
476	177
462	191
460	212
481	222
516	210
516	192
516	379
516	379
516	379
339	189
349	182
516	379
325	184
308	196
516	379
374	195
406	191
416	194
421	203
433	208
445	198
442	187
415	188
380	198
339	207
320	209
329	204
341	198
355	187
364	181
356	187
347	201
341	212
319	208
279	197
233	195
207	197
212	201
226	199
227	192
210	195
199	210
216	226
252	236
273	239
249	237
213	231
189	225
186	222
214	220
492	89
293	221
289	227
440	103
383	103
150	223
138	216
152	205
180	195
195	191
202	191
217	193
499	76
258	199
260	205
250	210
239	217
234	228
234	242
237	243
497	98
251	197
249	201
244	221
236	239
224	248
211	246
472	107
216	209
218	197
492	79
510	97
257	240
516	117
510	105
512	91
253	207
257	207
261	211
264	208
266	203
272	199
284	198
289	189
289	176
278	172
265	182
17	167
40	191
51	186
40	158
278	180
260	187
3	164
19	173
0	379
18	176
15	156
4	135
9	134
31	146
0	379
10	150
516	379
515	54
516	55
510	374
516	365
491	379
0	379
511	36
497	49
505	379
516	49
515	50
510	61
515	61
488	61
516	375
491	61
480	73
484	81
501	71
514	51
516	32
516	379
479	379
443	379
440	379
509	379
514	379
514	379
0	379
13	379
401	379
449	379
463	379
487	372
503	376
471	379
0	143
502	379
516	38
504	32
516	359
496	39
503	45
515	43
516	34
0	379
32	379
2	379
33	376
30	379
0	379
7	379
436	134
516	56
507	54
503	53
502	47
503	48
0	379
5	379
6	379
9	379
2	379
0	379
32	379
19	379
0	379
0	379
501	376
512	373
1	365
0	374
512	372
0	377
516	379
479	379
486	379
473	379
494	379
504	379
516	379
0	279
0	303
0	328
23	178
4	183
0	379
510	379
510	379
509	379
498	379
7	171
505	379
0	161
516	379
516	379
1	159
516	379
15	172
516	377
512	379
14	165
516	379
11	168
516	366
516	368
513	379
516	379
0	368
0	374
0	379
3	379
16	155
0	379
3	163
126	103
516	369
516	379
96	105
516	379
516	379
516	379
516	379
516	379
510	379
514	379
125	121
0	377
0	379
516	379
516	374
516	379
0	158
40	155
0	355
29	142
0	134
516	379
516	376
516	379
0	360
0	364
0	359
0	367
0	379
129	136
516	379
516	379
516	379
516	379
516	379
516	379
0	368
0	379
1	92
21	116
0	379
0	379
0	375
0	378
1	379
0	379
0	379
0	140
21	126
516	379
516	379
516	379
516	379
516	359
516	379
516	379
507	379
516	379
0	379
0	379
0	379
7	110
23	108
20	92
0	92
104	125
197	216
208	222
228	215
221	203
200	198
494	379
201	246
217	265
232	265
239	250
0	144
271	209
0	136
5	152
0	153
12	138
1	108
9	96
118	127
516	379
233	247
0	145
0	119
0	119
0	126
26	125
67	122
73	126
41	133
0	138
64	57
516	379
203	186
216	181
234	182
0	328
0	97
9	98
12	90
0	85
0	362
0	379
516	379
516	379
516	379
516	379
71	14
85	26
0	127
15	130
7	122
0	114
84	25
49	22
25	22
31	23
43	22
48	15
68	5
75	0
69	1
63	2
65	2
37	112
12	118
8	0
3	5
16	10
22	3
4	1
18	135
5	157
2	174
516	379
0	173
7	146
22	139
0	14
10	19
15	20
23	13
18	4
5	7
0	18
0	18
4	8
2	149
0	155
0	170
5	181
0	29
8	150
122	266
124	264
127	273
126	284
199	279
200	274
206	270
118	265
88	85
70	269
62	279
