227	207
241	208
256	212
259	222
259	231
257	238
248	247
243	252
251	254
263	261
259	270
251	270
252	270
261	278
268	292
275	304
280	310
264	310
244	298
242	281
249	268
266	258
278	264
262	285
232	304
220	302
238	277
264	256
281	255
290	266
283	271
253	266
221	260
202	254
207	253
214	255
218	255
220	261
211	266
206	258
204	244
207	227
223	211
231	214
221	234
213	256
221	268
236	277
228	289
218	293
217	281
205	259
198	235
210	226
220	228
228	230
236	223
242	213
234	215
213	230
194	251
193	256
213	248
235	239
247	228
248	216
242	209
221	215
195	224
182	223
174	207
175	178
171	171
