319	185
317	184
315	183
313	182
311	181
309	180
307	179
305	178
303	177
301	176
299	175
297	174
295	173
294	172
293	171
292	170
291	169
290	168
289	167
288	166
287	165
286	163
285	161
284	159
283	157
282	155
281	153
280	151
279	149
278	147
277	145
277	143
277	141
277	139
277	137
277	135
277	133
277	131
277	129
277	127
277	125
277	123
277	121
277	119
277	118
277	117
277	116
277	115
277	114
277	113
277	112
277	111
277	110
277	109
278	108
279	107
280	106
281	105
281	105
281	105
282	105
282	105
282	105
282	105
283	105
284	105
285	105
286	105
287	105
288	105
289	105
290	105
291	105
292	105
293	105
294	104
295	103
296	102
297	101
298	100
299	99
300	98
301	97
302	96
303	95
304	94
305	93
306	92
307	91
307	90
307	90
307	90
307	89
307	88
307	87
307	87
307	87
307	87
307	87
307	87
307	87
307	87
307	87
307	87
307	87
307	87
307	87
307	87
307	87
307	87
307	87
307	87
307	87
307	87
307	87
307	87
307	87
307	87
307	87
307	87
307	87
307	87
307	87
307	87
307	88
307	89
307	90
307	91
307	92
307	93
307	94
307	95
307	96
307	97
307	98
307	99
307	100
307	100
307	100
307	100
307	100
307	100
307	100
307	100
307	100
307	100
307	100
307	100
307	100
307	100
307	100
307	100
307	100
307	100
307	100
306	100
305	101
304	102
303	103
303	104
303	105
303	106
303	107
303	108
303	109
302	110
301	111
301	112
301	113
301	114
301	115
301	116
301	117
300	118
300	119
299	120
299	121
299	122
298	123
297	124
296	125
295	126
294	127
293	128
292	129
291	130
290	131
289	132
288	133
287	134
286	135
285	136
284	137
283	138
282	140
281	142
280	144
279	146
278	148
277	150
276	152
275	154
275	156
275	158
275	160
275	162
275	164
275	166
275	168
275	170
275	171
275	172
275	173
274	174
273	175
272	175
271	175
270	176
270	177
270	177
270	177
270	177
270	177
270	177
269	177
268	177
267	177
266	177
