152	102
152	102
153	104
154	105
154	106
155	106
154	107
150	108
146	110
143	112
140	111
136	109
132	107
133	108
136	107
138	105
142	103
149	104
156	105
162	107
170	111
179	114
184	115
187	114
186	112
189	113
187	113
180	111
178	110
175	107
172	104
167	98
158	93
152	93
146	94
138	93
132	90
125	88
117	87
110	88
105	91
101	95
99	97
98	99
99	101
102	102
107	105
110	110
107	111
108	109
106	104
102	98
105	97
110	98
110	98
113	99
114	100
120	102
129	104
139	105
151	106
159	105
159	100
159	98
163	98
167	99
172	102
177	106
183	111
191	117
198	119
210	119
217	116
226	117
232	116
237	114
240	113
239	113
238	114
234	113
230	109
226	105
218	102
212	102
209	102
206	99
202	96
196	91
190	85
183	80
175	76
165	74
156	73
149	73
143	74
136	74
132	73
129	72
124	72
115	73
111	74
108	72
101	69
91	65
84	62
78	58
75	54
73	51
72	49
68	47
66	45
66	45
68	45
71	45
74	47
77	49
82	51
89	51
95	51
100	50
107	50
115	52
125	54
136	55
146	55
155	55
164	56
173	59
178	58
184	58
187	56
189	55
185	51
181	46
169	36
156	25
146	18
135	18
129	24
126	31
125	36
121	38
118	41
110	44
102	43
93	42
88	41
79	38
71	34
65	32
58	32
50	33
45	32
37	33
36	33
32	31
30	28
30	23
36	19
44	16
52	15
59	15
66	16
72	18
80	21
86	23
92	25
99	30
107	36
111	41
114	45
122	52
133	60
144	72
150	79
154	85
156	89
159	95
164	103
166	107
169	110
171	115
173	122
180	132
182	133
184	131
182	126
176	121
174	119
163	117
153	118
144	119
128	116
111	112
99	109
93	104
88	100
85	97
84	93
83	93
81	97
77	99
76	99
71	100
69	101
76	102
84	104
90	107
99	109
114	114
128	118
141	119
151	119
160	120
173	121
194	123
210	122
227	116
240	109
246	99
250	93
244	89
230	89
219	88
208	88
192	88
171	88
158	92
149	94
137	93
123	93
110	94
100	94
84	96
68	95
59	96
55	96
60	92
75	94
95	98
110	101
123	106
137	112
152	122
172	134
193	140
208	137
227	138
236	137
244	131
245	122
237	114
226	112
212	115
199	117
187	117
170	115
159	113
151	109
138	104
129	100
118	94
104	87
94	83
83	79
77	76
75	74
77	73
81	76
85	78
88	75
