152	102
152	102
153	104
154	105
154	106
155	106
154	107
150	108
146	110
143	112
140	111
136	109
132	107
133	108
136	107
138	105
142	103
149	104
156	105
162	107
170	111
179	114
184	115
188	114
187	112
190	113
188	113
181	111
180	110
177	107
174	104
169	98
160	93
154	93
148	94
140	93
134	90
127	88
119	87
112	88
107	91
103	95
101	97
100	99
101	102
104	103
109	106
112	111
109	112
110	111
108	106
104	100
107	99
112	100
112	100
115	101
116	102
122	104
131	106
141	107
153	108
161	107
161	102
161	100
165	100
169	101
174	104
179	108
184	113
192	119
199	121
211	121
218	118
227	119
233	118
238	116
241	115
240	114
239	115
235	114
231	110
227	106
219	103
213	103
210	103
207	100
203	97
197	92
191	86
184	81
176	77
166	75
157	74
150	74
144	75
137	75
133	74
130	73
125	73
116	74
111	75
108	73
101	70
91	66
84	63
78	59
75	55
73	52
72	50
68	48
66	46
66	46
68	46
71	46
74	48
77	50
82	52
89	52
95	52
100	51
107	51
115	53
125	55
136	56
146	56
155	56
164	57
173	60
178	59
184	59
187	57
189	56
185	52
181	47
169	37
156	26
146	19
135	19
129	25
126	32
125	37
121	39
118	42
110	45
102	44
93	43
88	42
79	39
71	35
65	33
58	33
50	34
45	33
37	34
36	34
32	32
30	29
30	24
36	20
44	17
52	16
59	16
66	17
72	19
80	22
86	24
92	26
99	31
107	37
111	42
114	46
122	53
133	61
144	73
150	80
154	86
156	90
160	97
165	105
167	109
169	112
171	117
173	124
180	134
182	136
184	134
182	128
176	123
174	121
163	118
153	119
144	120
128	117
111	113
99	110
93	105
88	101
85	98
84	94
83	94
81	98
77	100
76	100
71	101
69	102
76	103
84	105
90	108
99	110
114	115
128	119
141	120
151	120
160	121
173	122
194	124
210	123
227	117
240	110
246	100
250	94
244	90
230	90
219	89
208	89
192	89
171	89
158	93
149	95
137	94
122	94
109	95
99	95
83	97
67	96
58	97
54	97
59	93
74	95
93	98
108	101
121	106
135	112
150	122
170	134
191	140
206	138
225	140
234	139
242	133
243	124
235	116
225	114
212	117
199	119
187	119
170	117
159	115
151	111
138	106
129	102
118	96
104	89
94	85
83	81
77	78
75	76
77	75
81	78
85	79
87	76
